id;text;label;score;lan;domain
24310;"You're right
";1;1;EN;talkshow_video
24317;"anamil anamil অবশ্যই রাজাকার ছিলো
";1;-1;BN;talkshow_video
24318;"Amader Nobijir parents were mushrek. Noboji holen Allah kotrik prerito sressto manob. I don’t like Rajakar. Rajaker er putro kibhabe rajaker hoi ? Enough rajaker story. Awami league is holding the country from growing. They are promoting conspiracy and on the name of religion they are making all fortune. Motia or Mootia choudhury you might know rajakers. Most of the people don’t know rajakers. I mean people were born from1960 till today. Bondho koren ai chutiami. Your government are still illegal, kotha na boila churi chamari bondho koira deshtar dike aktu kheyal rakhben. Moira gele shob shesh. Apnara ki ato illiterate don’t follow the history? Bo kolom naki?
";2;1;EN;talkshow_video
24318;"Amader Nobijir parents were mushrek. Noboji holen Allah kotrik prerito sressto manob. I don’t like Rajakar. Rajaker er putro kibhabe rajaker hoi ? Enough rajaker story. Awami league is holding the country from growing. They are promoting conspiracy and on the name of religion they are making all fortune. Motia or Mootia choudhury you might know rajakers. Most of the people don’t know rajakers. I mean people were born from1960 till today. Bondho koren ai chutiami. Your government are still illegal, kotha na boila churi chamari bondho koira deshtar dike aktu kheyal rakhben. Moira gele shob shesh. Apnara ki ato illiterate don’t follow the history? Bo kolom naki?
";2;-1;EN;talkshow_video
24319;"ধন্যবাদ স্যার
";1;1;BN;talkshow_video
24322;"Good sir
";2;1;EN;talkshow_video
24328;"প্রকৃত মুক্তিযোদ্ধা
";2;0;BN;talkshow_video
24328;"প্রকৃত মুক্তিযোদ্ধা
";2;1;BN;talkshow_video
24328;"প্রকৃত মুক্তিযোদ্ধা
";1;1;BN;talkshow_video
24332;"""ম"" তে ""মতিয়া"" -তুই রাজাকার,,, তুই রাজাকার।।।।।
";1;-1;BN;talkshow_video
24333;"মতিয়া নয়তো সুতিয়া তাই
";1;-1;BN;talkshow_video
24335;"Halka motiya shue
";2;-1;RN;talkshow_video
24335;"Halka motiya shue
";2;0;RN;talkshow_video
24335;"Halka motiya shue
";1;-1;RN;talkshow_video
24336;"thanks sar
";2;1;RN;talkshow_video
24336;"thanks sar
";2;1;RN;talkshow_video
24336;"thanks sar
";2;0;RN;talkshow_video
24345;"রাজাকার।
";1;-1;BN;talkshow_video
24349;"শালা তোকে কি পাগলা কুথা কামরায়ছে
";2;-1;BN;talkshow_video
24355;"Salute Asif Nazrul sir
";1;1;EN;talkshow_video
24364;"সাব্বাস আসিফ।
";2;1;BN;talkshow_video
24364;"সাব্বাস আসিফ।
";1;1;BN;talkshow_video
24371;"তূমি যে বাল পন্ডিত তোমার কথায় বুঝতে পারছি।
";2;-1;BN;talkshow_video
24373;"আমার বড় জেঠা মারা গেছেন।
";1;0;BN;talkshow_video
24374;"Dr. Asif Nazrul, You are Criminal and anti AL. You people wanted this thing to come out from Sheikh Hasina, and Sheikh Hasina given you the gift. What Motia Ch. Said is the right thing, but the media making fun of her comments, even Kader Siddiki also commented like idiot. You are making Motia and others the target and Quota Restructurists are not under standing, what they are losing. They will under stand it when later, but by the time teeth have gone and it will never come back.
";1;0;EN;talkshow_video
24375;"Why Hateful (Bua) Sheikh Hasina accepted the students'/peoples' demand to change and abolish quickly the oppressive and unjust Hindu Indian plan called ""Mukti Joddha Quota"" ?????? The viral scene of Eesha, the Chatro League student leader, punished and humiliated in open public made Hateful Hasina realize what's awaiting her and the Awami Awara Hindu Indian League Hateful Hasina, the daughter of a Hindu bastard named Debdas Chocroborty alias Sheikh Mujibur Rahman, the son of Love of Lust between Gauribal Das and Anonnoy Kumar Chocroborty, is frightened of the justice of the people of Bangladesh. She knows her crimes against people, against Islam, against Muslims and against Bangladesh. She knows well what happened to her bastard father, along her bastard family, for their crimes for the interest of Hindu in the name of ""Shadhin Bangladesh"" this country and nation are subjected to Hindu India's orders, oppression and humiliation every day, in every sector and aspect of this unfortunate country of 180 million people. No positive change and actual betterment of Bangladesh or that of its people would come until all Hindu Indian agents and forces are reduced to the scene of Eesha in open public!!!!!!!!!!!!!!!!!!! Free Bangladesh from Hindu India , Indian Agents, Ram and Bam imbeciles !!!!!!!!!!!! KEEP BANGLADESH SHADHIN FOR BANGLADESHIS AND ITS FRIENDS !!!!!!!!!!!!!!!!!!!!!
";1;-1;EN;talkshow_video
24381;"কার কোটা কত তা না জেনেই বক বক নাটকে অভিনয় ছারেন ।
";2;-1;BN;talkshow_video
24383;"Madrechd ake mukha dui kotha
";1;-1;RN;talkshow_video
24386;"বেশি শিক্ষিত হলে যা হয় আরকি। যোদ্ধাদের পরিবারগুলোর সাথে অন্যান্য পরিবারগুলোর অবস্থা কি এক? মুক্তিযোদ্ধা পরিবার যা হারিয়েছে অন্যরা কি তা হারিয়েছে?
";1;0;BN;talkshow_video
24399;"vari baler rajniti bujis.
";2;-1;RN;talkshow_video
24400;"Lier what is this? This is Liar. Don’t pass baseless comment.
";1;-1;EN;talkshow_video
24401;"আসিফ নজরুল স্যার , মনের কথাটি বলেছেন।ধন্যবাদ স্যার।
";2;2;BN;talkshow_video
24405;"vabtei obak lagce jader jonno eto boro vason dear sujog paccr jader jonno aj sobai sobar iccemoto dese jibon japon korcr aj sei muktijoddhader niye koto talbahana sob kicur mulei jealousy
";2;-1;RN;talkshow_video
24410;"Allah asif saheber moto bichokkhn o niropekkho lokjonder jonom jonom bachie rakhuk.
";1;1;RN;talkshow_video
24417;"Sabbas , Very good Sir, Ai holo Jatir Allah you live long.
";2;1;EN;talkshow_video
24419;"ধণ্যবাদ জনাব আসিফ নজরুলকে সাহসিক বক্তব্যের জন্য
";2;2;BN;talkshow_video
24421;"স্যার অলওয়েজ গ্রেট😍
";1;1;RN;talkshow_video
24428;"নজরূল স্যার সুন্দর সমাধান দেওয়ার কথা বলেছেন ধন্যবাদ
";1;1;BN;talkshow_video
24432;"banglar bivek
";2;0;RN;talkshow_video
24436;"স্যার ধন্যবাদ আপনাকে
";1;1;BN;talkshow_video
24444;"আসিফ সারাজীবন টকশো দালালী ই করতে পারবি এর বেশী কিছু পারবিনা
";2;-1;BN;talkshow_video
24446;"আসিফ তোর কথা এই টকশোতেই সিমাবদ্ধ! রিয়েলে তোরে কে চুদে??? মেয়েদের কোটা ১০% সেটাই যানিস না আর কিছু আবাল তোকে এখানে ধন্যবাদ দিতে দিতে আবালের সন্তান যে বলদ হয় তার পরিচয় দিচ্ছে
";1;-1;BN;talkshow_video
24462;"Tui asif banchod tui ki sob kisoi bojesh tahola tui moha pondeth fajil
";2;-2;RN;talkshow_video
24465;"আসিফ নজরুলের মতো ইচড়ে পড়া বুদ্ধিজীবীরা সব সময়ের জন্য মানুষের দোষ ধরার ব্যস্ত থাকে নিজের দেশ কখনই দেখতে পায়না রোকেয়া প্রাচীর কে ডিভোর্স দিয়েছে কেন নিজের বন্ধুর মেয়েকে ফুসলিয়ে তার সংসার ভেঙ্গে তাকে বিয়ে করা তিনি আবার টকশো বিশারদ
";2;-1;BN;talkshow_video
24476;"100% R8 sir.
";1;1;EN;talkshow_video
24477;"আসিফ নজরুলের কথা যৌক্তিক
";1;0;BN;talkshow_video
24478;"boss is najrul sir
";2;1;EN;talkshow_video
24487;"Salute you sir.
";2;1;EN;talkshow_video
24495;"Salute Asif Nazrul Sir
";1;1;EN;talkshow_video
24500;"Analytically
";1;1;EN;talkshow_video
24505;"Andolon nie media r je stand chilo Tate media r grohon joggota amader new generation er kache ekhon tolani te chole gese. Plus media r ekta so called progressive cum Dalal group dekhtesi quote r decision nie khub raag. Ar media r Lok der boli double standard bad den, true news dekhan, and ekta particular desher dalali kom koren. Bangladesh er dalali koren. Bangladesh er pokkhe dalali korte gele Jodi Ami bhul hoi, Tahole Ami sei bhul bar bar korteo Raji.
";2;-1;RN;talkshow_video
24510;"Doctor Asif nazrul sir is absolutely correct no doubt. I salute him! He long live! Thanks for nice uploading. Thanked by Abu saeed 00971501911704
";2;1;EN;talkshow_video
24512;"sar tik kota ami ekmot
";1;1;RN;talkshow_video
24516;"BNP মানেই শান্তির দল কাবণ BNP ইসলাম মানে। কিন্তু আওয়ামীলীগ হলো মালায়নদের দল, আর মালায়নরা হলো মোনাফেক। হাসিনা হলো বেয়াদব, শয়তান, ছোটলোক, লোভী, জানোয়ার, নাস্তিক।
";2;-1;BN;talkshow_video
24521;"আমার বাবা একজন মুক্তিযোদ্ধা কিন্তু তার কোন ছাড়টি ফিকেট নাই
";1;0;BN;talkshow_video
24529;"I love you boos
";2;2;EN;talkshow_video
24532;"বাংলাদেশর। সংবিধান মুক্তিযোদ্বারা এনেছে , জনাব আসিফ নজরুল সাহেব দেশ স্বাধীন না হলে আপনি ঢাকা বিশ্ববিদ্যালয়ের শিক্ষক হতে পারতেন না। মুক্তিযোদ্ধা দের নিয়ে আপনি অযৌক্তিক কথা বলবেন না। আপনার সাথে যিনি টক শোতে আছে তিনি একজন মুক্তিযোদ্ধা। তিনি কিন্তুু আপনার মত এত কথা বলেন নাই আপনার বংশে কোন মুুক্তিযোদ্ধা আছে??? থাকলে কস্ট টা বুজতেন
";2;-1;BN;talkshow_video
24534;"তারেক রহমানের অডিও ফাঁস করে নিজেরাই বিপাকে !
";2;-1;BN;talkshow_video
24536;"salute boss asif sir
";1;1;EN;talkshow_video
24536;"salute boss asif sir
";2;1;EN;talkshow_video
24539;"আমার বিশ্বাস, মুক্তি যোদ্ধা কোটা বাতিল হলে মুক্তি যুদ্ধের সনদ নেবার জন্য কেউ দুর্নীতি করবে না
";2;1;BN;talkshow_video
24539;"আমার বিশ্বাস, মুক্তি যোদ্ধা কোটা বাতিল হলে মুক্তি যুদ্ধের সনদ নেবার জন্য কেউ দুর্নীতি করবে না
";1;1;BN;talkshow_video
24545;"একবারে সবার মনের কথা বলেছেন।
";2;1;BN;talkshow_video
24549;"হালার পুত তিমি একটা পাগল
";1;-1;BN;talkshow_video
24549;"হালার পুত তিমি একটা পাগল
";1;-1;BN;talkshow_video
24549;"হালার পুত তিমি একটা পাগল
";2;-1;BN;talkshow_video
24554;"thanks asif sir tobe vici bari acromon o manobic aty sobai bole prodan montri o bolese tobe dabi lig netri chatrir rog cutlo atato keo bole na ,ta hole ata ki
";2;-1;RN;talkshow_video
24562;"apni ki chan,
";1;0;RN;talkshow_video
24566;"আসিফ নকরুল ও তোহিন এ দুই হালায় সব কিছোর।মাজে বাম হাত দেয়
";1;-1;BN;talkshow_video
24570;"এ হালায় ও তোহিন এ দোই শালায় সব।কাজের মাজে বাম জাত দেয়
";1;-1;BN;talkshow_video
24573;"tor theke onek onek besi boje
";1;0;RN;talkshow_video
24578;"নজরুল হালা সব সময়ে জামায়াত স্বপক্ষের লোক
";1;-1;BN;talkshow_video
24582;"স্যার আপনাকে
";2;0;BN;talkshow_video
24584;"আমি চাই, প্রধান মন্ত্রী কোটায় রাখা হক, শুধু মুক্তিযোদ্ধা সন্তান প্রধান মন্ত্রী হয়েতে পারবে,। তাহলে আমাদের স্বৈরাচার অবৈধ প্রধান মন্ত্রী তো কনো মুক্তিযোদ্ধা সন্তান না তো ওনার কি হবে,,??
";1;-1;BN;talkshow_video
24595;"Jame Jame thx
";1;1;EN;talkshow_video
24605;"right asif sir
";1;0;EN;talkshow_video
24607;"খুব ভালো লেগেছে ড. আসিফ নজরুল এর প্রত্যেকটা যুক্তিক সত্য কথা গুলো।
";2;2;BN;talkshow_video
24610;"Kotha kom bolen Boss
";1;-1;RN;talkshow_video
24612;"sala bamra coadisa Absalom a
";1;-1;RN;talkshow_video
24618;"চরম যৌক্তিক কথা বললেন স্যার।
";1;1;BN;talkshow_video
24624;"৬২ হাজার ফলস মুক্তিযোদ্ধায় ভরেগেছে
";1;-1;BN;talkshow_video
24627;"asif najrul apni pakistan chole jan. oder shob rag muktijuddader upor. ai desh jara shadin korse tarai ai desher malik tara shujog pabe na ara koto ta okritoggo
";1;-1;RN;talkshow_video
24635;"kotha batil chy
";2;0;RN;talkshow_video
24646;"বাস্তব কথা বলেছেন
";1;0;BN;talkshow_video
24648;"ধন্যবাদ স্যার।আপনি বাস্তব এবং যুক্তিসংগত কথাগুলো বলেছেন।
";1;1;BN;talkshow_video
24650;"স্যার,একদম সঠিক কথা বলছেন।
";2;1;BN;talkshow_video
24650;"স্যার,একদম সঠিক কথা বলছেন।
";2;1;BN;talkshow_video
24653;"গাঁজা খোর আসিফ এখন এ সব বন্ধ কর। তোরা পাকিস্তানের দোসর এখন খুশি হয়ে রাস্তায় গাঁজা খা। মুক্তিযুদ্ধের কথা শুনলে তোদের গা চুলকায়।
";2;-2;BN;talkshow_video
24654;"Mohammed Ismail Hassan- rendiar chodara dora kheyese. 10 % kota is the best. Dalali chado.
";1;-1;RN;talkshow_video
24656;"Yasin Ali আরেক জারজ পাওয়া গেল। জন্ম কি ঠিক আছে?
";1;-1;BN;talkshow_video
24658;"Mohammed Ismail Hassan তুই মাদারী একটা পাগল
";1;-1;BN;talkshow_video
24660;"Toi akta bodar pula
";2;-2;RN;talkshow_video
24661;"100 % right sir
";2;1;EN;talkshow_video
24661;"100 % right sir
";1;1;EN;talkshow_video
24662;"তুই মাদারচুদ
";2;-2;BN;talkshow_video
24666;"Yasin Ali পাকির জারজ ।
";1;-1;BN;talkshow_video
24667;"Shahen Kazi tera bap Asif khanjaa khaise. Pkair put
";2;-1;RN;talkshow_video
24667;"Shahen Kazi tera bap Asif khanjaa khaise. Pkair put
";2;-1;RN;talkshow_video
24667;"Shahen Kazi tera bap Asif khanjaa khaise. Pkair put
";1;-1;RN;talkshow_video
24668;"Mohammed Ismail Hassan tui murkho
";1;-1;RN;talkshow_video
24671;"jahid hasan অনেক হল শিক্ষিত মূর্খ আর কে লেখাপড়া না করেও এ শিক্ষিত মূর্খদের চেয়েও ভালো।আর আসিফ সাহেব হলেন সেই কাতারে। তই আপনার চুলকায় কেন। যারা সর্বোচ্চ ত‍্যাগ শিকার করে এ দেশ দিয়ে গেছেন তাদের পিছনে লাগলো কেন। নকল করে পাস করা কুশিক্ষায় ছাত্ররা। যারা শিক্ষকের গায়ে হাত তুলতে পিছপা হয়না। এদের থেকে ক্ষেতে-খামারে যারা কাজ করে তারা অনেক ভালো।
";1;0;BN;talkshow_video
24672;"আসিফ নজরুল ইসলাম স্যার সত্য কথাই বলেছে
";2;1;BN;talkshow_video
24674;"ধন্যবাদ স্যার,
";1;0;BN;talkshow_video
24679;"আসিফ ভাই আপনাকে অনেক ধন্যবাদ
";1;1;BN;talkshow_video
24680;"মুক্তিযোদ্ধার সন্তানেরা এখন পরিচয় দিতে লজ্জা পায়।
";2;-1;BN;talkshow_video
24680;"মুক্তিযোদ্ধার সন্তানেরা এখন পরিচয় দিতে লজ্জা পায়।
";2;-1;BN;talkshow_video
24687;"Feroz Ali আপনে আইসা দেখেন তারা কি পায়,,আপনাদের দেশোদ্রীতার আন্দোলন প্রত্যাখ্যান করা হয়েছে!!😒😒
";2;-1;RN;talkshow_video
24689;"correct bolsen
";1;1;EN;talkshow_video
24694;"Md Ovi ম
";1;0;BN;talkshow_video
24696;"বিএনপির দালাল
";1;-1;BN;talkshow_video
24700;"Md Jakaria sala toui awamlig dalal korsh you pagal bachha Kotaa lig
";2;-1;RN;talkshow_video
24702;"Md Jakaria tore putki mase
";2;-2;RN;talkshow_video
24709;"Buka suda tur putki kamla dia maramu
";2;-2;RN;talkshow_video
24718;"tui sheta ajke janli je o biadop aro valo kore janbi Mar kace jiggash koris "" je Asif nojrul kemon"" bujli bustrude
";1;-1;RN;talkshow_video
24721;"এই ভারাইট্টা বুদ্ধিজিবি কে কত % কোটা পায় তাই জানে না আইছে জ্ঞান ঝাড়তে।
";1;-1;BN;talkshow_video
24726;"RUBEL KHAN ধন্যবাদ আপনাকে
";1;1;BN;talkshow_video
24728;"100% right said Asif Nazul
";2;1;EN;talkshow_video
24729;"Bastard Nazrul
";1;-1;EN;talkshow_video
24733;"এই দুই মাগিকে ইমরান চুইদা পেট ফুলাইয়া দিছে
";1;-1;BN;talkshow_video
24737;"Imran hoycha nastik as like Hasina
";2;-1;RN;talkshow_video
24737;"Imran hoycha nastik as like Hasina
";1;-1;RN;talkshow_video
24738;"Apnaka Salam aka fight korchan Muslim hoya. Ak jon Islamic man is great
";2;1;EN;talkshow_video
24739;"শালা খানকীর পোলা নাস্তিক শালা ইমরান খানকির পোলা
";2;-2;BN;talkshow_video
24741;"নাস্তিক দের সাথে কিসের টকশো
";1;-1;BN;talkshow_video
24746;"দুই খানকী মাগী ফোটা লাগিয়ে বসছে। ওদের সাথে কথা বলাই পাপ।
";1;-1;BN;talkshow_video
24748;"খানকি দুজন,খানকির পুলা একজন,,সবাই মিলে কট কট করে,,উপস্তাপক চুপ।
";2;-2;BN;talkshow_video
24750;"ইমরান আর কত দালালি করবি পরের কথা ভাব পালাবি কোথায় জায়গা রেডি করে রাক
";1;-1;BN;talkshow_video
24753;"alem shaheb valo vabe e ei sob pagol der handel
";1;1;RN;talkshow_video
24756;"সুলতানা কালাম, ইমরান তোরা যে দুশ্চরিত্র, চরিত্রহীন,লোভী, মিথ্যাবাদি তা তো সবাই জানে। কুরআন ও মসজিদে কোনো মুসলিম আগুন দিতে পারেনা। এইটা হল ইসলাম বিদ্বেষীদের কাজ।
";2;-1;BN;talkshow_video
24759;"২ মহিলা ও ইমরান কে জুতা পিটা করার বাচ্ছারা ইসলামের কি বুঝে???আর উপস্থাপক কে দেখে মনে হয় এক
";1;-1;BN;talkshow_video
24767;" imran halay je chor ta promanito
";2;-1;RN;talkshow_video
24768;"ইমরান শালার পুত,,,,খানকির পুলা,,,বাইনচোদ।।।।
";1;-1;BN;talkshow_video
24771;"এখানে মুসলিমদের বেপার এখানে পতিতা দুই জন কেন
";2;-1;BN;talkshow_video
24771;"এখানে মুসলিমদের বেপার এখানে পতিতা দুই জন কেন
";1;-1;BN;talkshow_video
24774;"টকশো করা লাগবেনা জনগণ এই জানে কোনটি সত্য আর কোনটি মিত্থা। ৩ তা নাস্তিক মিলে যদি আকজন আলেমের সাথে জগডা শুরু করে তাইলে আই আলেম ভাই কই যাবে সত্যি বলতে দেখুন ভিডিও র কমেন্ট এ কই জন এই আলেমের পক্ষে ।।
";1;-1;BN;talkshow_video
24775;"Tv chanel খানকির গুলারে বোলাস কেন
";1;-1;BN;talkshow_video
24778;"এরা কুকরের চেয়েও জঘন্য ওদের বিচার কেন আল্লাহ করেনা ।তোদের উপর আল্লাহ তায়ালার গজব নেমে আসবে
";1;-1;BN;talkshow_video
24782;"dhur!! ei rokon bal-chaler talk show te mufti mawlanara ase kn?? bam ponthi eisob nastikra janei ba ki chul, eder tendency-I holo raate kapor kholar dhanda
";1;-1;RN;talkshow_video
24790;"Islam khomotai gele era India palabe
";1;-1;RN;talkshow_video
24805;"সাংবাদিক কুত্তার বাচ্চা
";2;-2;BN;talkshow_video
24808;"হিন্দুদের দালাল
";2;-2;BN;talkshow_video
24808;"হিন্দুদের দালাল
";1;-1;BN;talkshow_video
24808;"হিন্দুদের দালাল
";1;-1;BN;talkshow_video
24808;"হিন্দুদের দালাল
";1;-1;BN;talkshow_video
24808;"হিন্দুদের দালাল
";1;-1;BN;talkshow_video
24809;"ইমরান কুত্তার বাচ্চা
";1;-1;BN;talkshow_video
24811;"সালা পাগল চুদা নাস্তিক তিন মাগি ইমরানের মা ছিল নাস্তিকদের কাছে, কপালে বড় বড় তিলক চুদাইছে আবার দাত বের করে হাসে সয়তান মাগি তোর ভুদার ভিতর নুনু না দিয়ে কাস দিয়ে খারা করে রাকবে?
";2;-2;BN;talkshow_video
24820;"কুকুরের বাচ্চারা
";1;-1;BN;talkshow_video
24820;"কুকুরের বাচ্চারা
";2;-1;BN;talkshow_video
24825;"Bangladesh me insanka language bohut bura haaa
";2;-2;RN;talkshow_video
24825;"Bangladesh me insanka language bohut bura haaa
";1;-1;RN;talkshow_video
24832;"আরে হারামজাদা নাস্তিক রা,, বিভিন্ন বানোয়াট কথার মাধ্যমে আল্লাহর একজন আলেমকে অপমান করা ছুটায় যাবে তোদের। এমন তো না যে সারা জীবন বাঁচি থাকবি তোরা। একদিন না একদিন তো মরবিই নাস্তিক তোরা। যেদিন-যখন মরবি ঠিক তখন থেকেই হারে হারে উপলব্ধি করতে পারবি তোরা যে জাহান্নামের শাস্তি কতটা কঠোর ও
";2;-2;BN;talkshow_video
24832;"আরে হারামজাদা নাস্তিক রা,, বিভিন্ন বানোয়াট কথার মাধ্যমে আল্লাহর একজন আলেমকে অপমান করা ছুটায় যাবে তোদের। এমন তো না যে সারা জীবন বাঁচি থাকবি তোরা। একদিন না একদিন তো মরবিই নাস্তিক তোরা। যেদিন-যখন মরবি ঠিক তখন থেকেই হারে হারে উপলব্ধি করতে পারবি তোরা যে জাহান্নামের শাস্তি কতটা কঠোর ও
";2;-1;BN;talkshow_video
24834;"আন্দলিপ পার্থ কে আন্তি দেখতাম নাস্তিক রা কথা বলতো কিভাবে,যে সাংবাদিক ৩ নাস্তিক রে আনছস পারলে ৩ টা আস্তিক রে আন্তি,
";2;-1;BN;talkshow_video
24836;"কোর আন কে পুরিয়েছে টা ক্ষমতা টা শেষ হলে দেখা যাবে
";1;-1;BN;talkshow_video
24841;"দুই ফালতু মহিলা
";1;-1;BN;talkshow_video
24843;"তিনটি বলদ,,,,,,,,
";1;0;BN;talkshow_video
24848;"fazlami korer jnno emn talkshow kora alam r tr pison e 3 jn hehehehe
";1;-1;RN;talkshow_video
24856;"ওভাই ভাইরে দুই মাগির মুখে আগে মুতেনে তার পর কথা বল
";1;-1;BN;talkshow_video
24857;"Islam take Kivabe upasthapon krbe hefazat. Kono din monafek ra islam ar upor kotha bolte pare nai. Kisu moilobi baje montobber karone Ora kotha bolte pare haste pare. Islam take dhongso krche Ora. Bitorkito krche Kisu manush name janoar. Islam somporke gan nai kotha. Sotti hocche islam Allah iccha Akhono ache. Kono Muslim ar jonno nai. Allah amader hefazat koruk
";1;-1;RN;talkshow_video
24862;"ইমরান কুত্তার বাচ্চা। একটা জাওরার বাচ্চাও বটে আর সাথে আছে দুই বেইশসা
";1;-1;BN;talkshow_video
24869;"তিন পাগল কে জুতা দিয়ে পিটা দরকার
";1;-1;BN;talkshow_video
24869;"তিন পাগল কে জুতা দিয়ে পিটা দরকার
";1;1;BN;talkshow_video
24877;"after being a muslim talk against alem is very a muslim die even every in Islamic program they seek they face problem then tell alem please do doa for me
";1;0;EN;talkshow_video
24880;"সাখায়াত হুসাইন জয় নাস্তিকদের পরাজয় অথ্রব কুথাকার
";1;-1;BN;talkshow_video
24880;"সাখায়াত হুসাইন জয় নাস্তিকদের পরাজয় অথ্রব কুথাকার
";1;-1;BN;talkshow_video
24881;"ইমরান একটা পাগল(ছাগল)! আমি আফসোস করি! কারণ, ওইটার জন্ম আমার প্রিয় কুড়িগ্রামে!!!
";1;-1;BN;talkshow_video
24882;"সুলতানা কামাল অপু উকিল এদের বোদার মদেদ ছয় সুতা রট ডুকাতে হবে
";2;-2;BN;talkshow_video
24885;"সুলতানা কামালের বোদা মদেদ কছু ডলে দিতে হবে
";1;-1;BN;talkshow_video
24886;"খনকি মগির পোলা ইমরান তুই একটা রাসতার ছেলে,তোর কোন বংশ পরিচয় অাছে,
";1;-1;BN;talkshow_video
24889;"এই ছাগলদের সাথে বিতর্ক করাই বোকামি
";2;-1;BN;talkshow_video
24901;"Opu bisshas sultana kamal imran tin jon kuttar bachcha miththa badi
";2;-2;RN;talkshow_video
24904;"সঠিক কথা বললেই দুস বন্ধু।
";2;-1;BN;talkshow_video
24905;"আসলে কলিজায় আঘাত লাগে এই কথাগুলো
";2;0;BN;talkshow_video
24908;"দুই মাগী আর খানকির পলা কমেনডে দেখ বাংলার মানুষ কনদিকে আচে
";1;-1;BN;talkshow_video
24910;"ইমরানের মুখে জুতা মারা দরকার। ওই মহিলা দুটিকে পিটানো উচিৎ।
";1;-1;BN;talkshow_video
24912;"এই কুত্তার বাচ্চা যদি মুসলমান হত।তাহলে এই নাস্তিকদের সাথে তাল দিতো না।কুত্তার বাচ্চা ইমরান।শাবাস মাওলানা সাহেব
";2;-1;BN;talkshow_video
24915;"ইমরান তুই একটা আম্লীগ এর দালাল তরে আগে ফাঁসি দিয়া উচিত
";1;-1;BN;talkshow_video
24924;"2 TA MAGI SATHE NIYE ESECHE IMRAN SORKER
";1;-1;RN;talkshow_video
24924;"2 TA MAGI SATHE NIYE ESECHE IMRAN SORKER
";1;-1;RN;talkshow_video
24930;"শয়তানের সাথে তর্ককরে লাভ নাই
";1;-1;BN;talkshow_video
24931;"islamer sresto dusmon
";1;-1;RN;talkshow_video
24932;"কুত্তার বাচ্চা নাস্তিকের জন্ম কাফেরেরা।
";1;-1;BN;talkshow_video
24939;"তিন শয়তান এর সাথে এভাবে টকশোতে যাওয়া ঠিক নয়।সুলতানা কামালকে খানকির মত লাগছে
";2;-2;BN;talkshow_video
24940;"ইমরান একটা জারজ , আর পাশে জারা আছে তারা নাস্তিক ।
";1;-1;BN;talkshow_video
24941;"ইমরান h সরকার একটা সোয়ারের বাচ্চা
";1;-1;BN;talkshow_video
24943;"2 ta meya talk show ar johho dog ar moto hase
";1;-1;EN;talkshow_video
24948;"ভাই এই কমেন্টগুলো দেখলেইতো বুঝা যায় কার সাপোর্ট বেশী। নাস্তিকদের নাকি আলেমদের
";1;0;BN;talkshow_video
24948;"ভাই এই কমেন্টগুলো দেখলেইতো বুঝা যায় কার সাপোর্ট বেশী। নাস্তিকদের নাকি আলেমদের
";2;0;BN;talkshow_video
24956;"কুত্তার বাচ্চা তিনটা কি বেউক বেউক করে। এক জন আলিম কতনা সুন্দর কথা বলিতেছেন
";2;-1;BN;talkshow_video
24958;"খানকির মতো কথা,,,ইমরান তুই তো একটা জারজ
";2;-2;BN;talkshow_video
24958;"খানকির মতো কথা,,,ইমরান তুই তো একটা জারজ
";2;-2;BN;talkshow_video
24964;"তিন কাফের একজন আললাহ ওয়ালকে দরছে ইমামি শক্তি আছে
";2;-1;BN;talkshow_video
24966;"নাস্তিকেদর সাথে কি কথা। খানকি মতোই হাসে
";2;-2;BN;talkshow_video
24981;"Right shaikh vai
";1;1;EN;talkshow_video
24988;"Congratulations to Mufti Shakhawat for showing such an outstanding ability and composure in dealing with three heavyweight murtads - all on his own (must have been receiving help from Allah SWT)!
";2;2;EN;talkshow_video
24991;"Upo ukil akta Kamal akta Hindu emran to bustard.
";2;-2;RN;talkshow_video
24993;"সুলতানা কামাল আর অপু উকিল এদেরকে তো মরার পরে পুরিয়ে ফেলবে। এরাতো নর্থকি। নাচনে ওয়ালী। আর এমরান তো চামচা তাদের সাথে মাওলানা সাকাওয়াত হোসন সাহেব ই যতেষ্ট।
";1;-1;BN;talkshow_video
24997;"৪ নাস্তিক এক সাথে
";1;-1;BN;talkshow_video
24998;"কোরআন শরীফ কে পুড়াইছে??? আবার বল তো???
";2;-2;BN;talkshow_video
25000;"soltanakamal o opo palto baje mohila c c c c c c c
";1;-1;RN;talkshow_video
25001;"lojja lage Vai nastek Ara. anek donnobad hojor
";1;-1;RN;talkshow_video
25003;"জানোয়ার এর বাচ্চা
";1;-1;BN;talkshow_video
25004;"DUI hindur bachha maghir kotha bolar dorkar ke.
";2;-2;RN;talkshow_video
25006;"2 khanki magi mit mit tassilo makha kotha,mittha kotha, Imran cudir put khali mittha Kotha
";1;-1;RN;talkshow_video
25008;"ভাই আপনারা দেখেন মাগি কেমন দেখা যায়,,,,২ টা বাংলার বড় মাগি,,,অনেক মাগির পুলা জন্ম দিসে,,,তার মদ্দে ইমরান হল একটা খানকির পুলা
";2;-2;BN;talkshow_video
25009;"2 magi jase I mone hoy meya
";1;-1;RN;talkshow_video
25012;"খান কির পোলা ইমরান কে দেখলে পিটাইতে মন চাই
";2;-2;BN;talkshow_video
25013;"সোশের বচচা আর বচচা সোশর একই কথা
";2;-1;BN;talkshow_video
