comment,label
"Harun Al-Rashid Bhuiyan মামুদুরপাঘল
",0
"Those who make negative comments on Dr. Zafar Iqbal, they never know him, read him, and have never watched him from the beginning to the end in this interview where we can see him as a brilliant, down to earth, and a great human of great parents and who trusts and loves people of Bangladesh even after attacks on him by Mirzafars and enemies of Bangladesh.
",1
"Sir, with due respect Mr trump isn't fascist. I really admire you for your contribution
",1
"Your so great
",2
"Your so great
",2
"I love you sir
",2
"Omg sir apnake salute
",2
"Please do an interview with Abdullah Abu Said Sir. :)
",1
"Please do an interview with Abdullah Abu Said Sir. :)
",1
"I loved the program except Samia Rahman's poor presentation. She interrupted Dr. Zafar Iqbal sir frequently. That was really annoying!
",1
"I loved the program except Samia Rahman's poor presentation. She interrupted Dr. Zafar Iqbal sir frequently. That was really annoying!
",1
"REZAUL ISLAM RAJON agreed. Really stupid
",0
"love u sir
",2
"What an excellent personality! He is a precious for our country.
",2
"Getting1st right
",2
"its principles and practice
",1
"Tui jafor ikban ho to Shala fokirer
",0
"jafor iqbal ekta asto shoytan
",0
"Fucking stupid wrong info
",0
"Mostafijur rahman PHP Zend Framework ❤❤
",2
"Who the fuck you are?
",0
"Kida re! Total hypocrisy.
",0
"book ta parun please
",1
"Jafor Iqbal kuttar bacha madarchot
",0
"Jafor Iqbal kuttar bacha madarchot
",0
"We know Hazrat Suleman was prophet of Jews he was not Muslim but he builded Masjidul Al-Aksa. If you can then go to Burma and fight against Burmese Army who killed Thousands Thousands of Muslim and rape the Muslims women.
",1
"dog jafor ekval
",0
"supper hoica vai
",2
"a little learning is dengerous thing.
",1
"a little learning is dengerous thing.
",1
"we are concern
",1
"You are making this kind of video for earning money from google adsense. Your statement about Mr. Iqbal is totally wrong. if your name is Yunus and somebody called you ""vhuter Bachcha Yunus"" .. So is it against Islam ?For making money from google adsense you are publishing these nonsense videos with stupid content which does not make any sense to all who have minimum idea about Mr. Iqbal's book.
",1
"I never seen such stupid like you.
",0
"amra o chai
",2
"amra o chai
",1
"amra o chai
",1
"u r great ilias bro wow wow
",2
"Elias was pointing excellently but why YOU stopped there YOU( the youtube loader ) is an ignorant
",1
"really true
",2
"Really
",2
"bukachuda chancon
",0
"ilias kanchon is always best
",2
"awesome
",2
"God bless you actor
",2
"Looking for accommodation Around Dhaka, for Long/short of properties available for rent. Plz Visit:-2
",1
"shahinalammia
",1
"he his great kanchon
",2
"Awesome
",2
"Awesome
",2
"Backdated UZZOL গালছা
",0
"Backdated UZZOL গালছা
",0
"nice boss
",2
"he is right.
",2
"blue eye school ,college ,varsity apnake ayta sikaise je bosta pocha kaj keo korleo tar chamchami aro,onek singer ase oder comment deken to habib,imran khan oder comment like sob ay besi
",0
"Mystery With DEBOBROTO Thik bolsen
",1
"Mystery With DEBOBROTO Thik bolsen
",2
"what's the meaning of potaka?????
",1
"AWSOME
",2
"AWSOME
",2
"CMV layers gulo aro valo houar dorkar chilo. Bad baki sob perfect . Overall very bad.
",0
"CMV this lyrics of your full of to make things better.
",2
"Most of the people are from conservative and modest family. We don't want this type of ultra modern shameless music video in our society. We don't allow our children to be a part of such shameless western it otherwise leave this country, go abroad and enjoy such kind of society where moms go on dates and make their own girls ready for whole night party and dates.
",2
"CMV is that on u
",1
"Fake account khuila like Nai shotter joy hobei, people dislike this type of music video in our country, its proven!
",1
"CMV love this avoid peculiar people.
",2
"gd song.
",2
"Congratulations guys, the great resistance against this savage song has reached 200k+ wow! Great and awesome. Its proven! No place of such type of music video in respect women as mother and sister. We dont compare them with potaka bomb. We are majority from conservative and modest family and it will be same in our society. Carry on guys we will increase the dislike to a world record
",2
"CMV : Congratulations guys, the great resistance against this savage song has reached 200k+ wow! Great and awesome. Its proven! No place of such type of music video in respect women as mother and sister. We dont compare them with potaka bomb. We are majority from conservative and modest family and it will be same in our society. Carry on guys we will increase the dislike to a world record
",2
"CMV Congratulations viewers,views going for your disliking any of idiots know,Money kicks Re Pataka,Love Pataka.
",1
"song dress dhakar jonno ato view hoaica
",0
"CMV doc dsa
",0
"First of all these is nothing but a failed try of copying We are not indian first of all and second we have our own culture and we can do something fabulous in our style by not copying others and mostly not everything works in every circumstances India and Bangladesh are 2 different country and each has their own taste at everything So this might have been okay if it was India but fortunately it's :)
",1
"First of all these is nothing but a failed try of copying We are not indian first of all and second we have our own culture and we can do something fabulous in our style by not copying others and mostly not everything works in every circumstances India and Bangladesh are 2 different country and each has their own taste at everything So this might have been okay if it was India but fortunately it's :)
",0
"Didarul Karim Nusrat Faria is not a literate girl. She has completed her HSC from Rajuk Uttara Model College. She admitted in AIUB but drop after few months. She has nothing we will praise about her. She is just a disgusting girl or nothing who haven't any shame.
",0
"Didarul Karim Nusrat Faria is not a literate girl. She has completed her HSC from Rajuk Uttara Model College. She admitted in AIUB but drop after few months. She has nothing we will praise about her. She is just a disgusting girl or nothing who haven't any shame.
",0
"CMV he he he
",2
"md. soeab gony + hmm bro rt
",2
"md. soeab gony + hmm bro rt
",2
"nusrar fariyar 1st dress er pant ta maybe foil paper diye
",1
"300k dislike.
",0
"1k dislike pls people
",0
"English to holiud,not accepted
",0
"Dislike 300k hoice 500k hoyna keno dislike are vot lege jak asa kore dislike vote
",0
"Kemon hoice obosoi. Comment a janao guys
",1
"Fuck u magie, india is the best, tui kon jayga tee ali bangla khhat.
",0
"300K dislike on the Coming soon
",0
"Mahfouz ur RAHMAN is better then this
",2
"Its 300k. congratulation nusrat padia
",1
"Its 300k. congratulation nusrat padia
",0
"dislike chack
",0
"Boss2video dj
",2
"Everything is fine except the dress
",1
"Lovely song
",2
"but cute
",2
"Astir song
",2
"WHERE IS ALLAH MEHERBAAN :(
",1
"WHERE IS ALLAH MEHERBAAN :(
",1
"Nusrat faria excellent
",2
"Riya Ghosh 8170931880
",1
"ASMAUIHOQE
",1
"I love jit . Jit is very handsome
",2
"Osthir boss
",2
"NICE SONG
",2
"super hit item song
",2
"tumi amr prothom pochondo
",2
"Juzz Multimedia ,You are Uploaded Song Allah Meherban, Last Year But so many person still uploading the do an
",1
"Sobai gantar dress Kotha gulo koto sundor bujhlo na r fariar hard work r dancing skills o So call banabati
",1
"Sobai gantar dress Kotha gulo koto sundor bujhlo na r fariar hard work r dancing skills o So call banabati
",1
"Faria dance is the best
",2
"Osm song
",2
"song is awesome the actress Nusrat fariye is looking so beautiful in this also a well
",2
"song is awesome the actress Nusrat fariye is looking so beautiful in this also a well
",2
"Supper
",2
"Ai Song Amer Islam ka Choto kora hoisa Dislike. this song
",0
"Ai Song Amer Islam ka Choto kora hoisa Dislike. this song
",0
"i am a boy
",1
"So nice song
",2
"Dog dans
",1
"Full copy Afghan
",0
"This song is so nice.
",2
"Excellent song's
",2
"i think the main dance move is copied (kind of) from “sau tarah ke”
",0
"Love it so much
",2
"Thanks for again Nusrat Faria and Jeet.
",2
"Nyc song
",2
"So nice Song
",2
"I am a Bangladeshi but I can't stand BANGLADESHI ACTORS AND ACTRESSES, I mean, like, how can one be such a khat-er-dibba, especially this beporda seri called Nusrat Faria. And btw, Where the hell is logic?! She is saying ""Allah Meherbaan"" wearing such clothes!?
",1
"Cheeeeeee disgusting
",0
"topic ta change hole valo hoto
",1
"Sk. Jiyarul
",1
"L Love You
",2
"Ishita Ayesha You are right.
",2
"Ishita Ayesha You are right.
",2
"Ishita Ayesha You are right.
",2
"Ishita Ayesha I can't accept your opinion. She can't wear such kind of dresses those violet our social community because she is a part of this social community. She should follow the community rules. She can't hate a religion.
",1
"Ishita Ayesha I can't accept your opinion. She can't wear such kind of dresses those violet our social community because she is a part of this social community. She should follow the community rules. She can't hate a religion.
",1
"This song is dreamless
",2
"Nice sang
",2
"Baadsha the Don movie Ta debe kobe
",1
"nusrat is great
",2
"Good song
",2
"Tu Boss 2 Jeet
",2
"Nice Not song Only Dev supastar
",2
"Nice Not song Only Dev supastar
",2
"its price in bd 14999
",1
"Yes you can . Better try some trusted shop
",1
"20,000-22,000/- Price er Moddhe Kon Phone ta Best
",1
"18500 dia nibo vlo hba
",1
"Mi A1 vs Nokia 5 konter camera batter hoba
",2
"What's about its quality, Net / data connectivity quality
",1
"Vai 22500ki official price
",1
"Go for A1
",1
"Go for A1
",1
"plz add me on YouTube
",1
"Dude redmi 4x er upor ekta review thakle better hoto. After all budget killer ei phone :v
",1
"nice advice
",2
"nice advice
",2
"+Khairul TechTube check the description
",1
"Borshon kotha boltesena?
",1
"Global xiomi janaban
",1
"Global xiomi janaban
",1
"Hope you will post review of nova 2i very
",1
"It's not It's not 22500
",1
"+Brother's Toast it's in Bangladeshi taka
",1
"+Brother's Toast it's in Bangladeshi taka
",1
"Note 5 pro te 6 GB ram kivabe?
",1
"Plz follow vdo description for contact number. Accurate price janar jonno plz call them.
",1
"Plz follow vdo description for contact number. Accurate price janar jonno plz call them.
",1
"Contact seller for accurate price
",1
"Note 5 pro
",1
"Nova 2i or redmi note 5 pro?
",1
"First charge supported
",1
"23k maybe. But I always suggest you to contact seller for accurate price. Number given in vdo description
",1
"vaiya keep doing ur gd work loved ur video and i love ur voice no homo tho
",2
"Thanks!
",2
"Budget?
",1
"Vai Redme note 5 pro bangladesha ase ki Please,i need to khow
",1
"vai phone update hobe kobe & update hole android dia hobe?? r MIUI hobe
",1
"Well that was impossible to
",1
"Bluetooth mouse
",1
"Which theme/launcher are you using? It is looking nice
",2
"Awesome review. Egiye jao.
",2
"Please contact seller. Description e details ase bhaia.
",1
"For price follow description
",1
"note 5 pro black color ki available BD te?
",1
"Kon year er chilo bhaia?
",1
"Thanks for watching. As a Bangladeshi I am trying to reach my Local audience first. I'm sorry for my limitations.
",2
"Ur welcome just hate those kind of people who stealing from so as same as a thief, deserve to be in jail hha
",1
"bro, is there any manual mode available in the camera?? for white balance/focus/exposure time/iso manipulation??
",1
"bro, is there any manual mode available in the camera?? for white balance/focus/exposure time/iso manipulation??
",1
"blue. colour ase kii?
",1
"Asbe Maybe. Stay Tuned Please!
",1
"Vai mia2 and mi7 kobe asbe?
",1
"Nokia 6
",1
"Nokia 6
",1
"Ami bnp But I think we all need to respect on ayta onk sundor ekta kaj Amra na shekh hasina na begum jia karo dekhbo na amra dekhbo J unnoti We will support them
",2
"Congratulations bangladesh, love from india
",2
"Well done prime minister you can win everything
",2
"bangladesh satelight
",2
"ManGo Birds eeeee
",1
"It should 57th Country included Bangladesh
",1
"yes we are
",2
"Farid Hossan good
",2
"Farid Hossan good
",2
"Thanks for this information
",0
"Thanks for this information
",1
"Right bro.
",2
"Google theke samanno kicu update jene eto kicu bola Tik Kn launch hoice oita govt e better Jane. Always Negative Think Kora Tik na Bro. Think
",1
"very good reporting!
",2
"Which till by you heard and last scenery two or more children are eating toxic food no develop no safety for citizen of nation.
",1
"Thank you for your information
",2
"What a painful news for BD people.
",1
"you are ahead
",2
"Baler satelite
",0
"Wrong & hasina steal the taka
",0
"you are right
",2
"moner kotha
",1
"many many thanks.
",2
"Thanks for upload this news.
",2
"LOL Ignorant masses led by one ignorant extremist. One just cannot imagine how powerful the internet media is. People will believe anything they are told by some random person on YouTube. No one questions the validity of these facts, nor ask for legitimate references. Rather, people blindly follow these extremist individuals/groups without even questioning themselves if they're doing/believing in the right thing. This has become a staple of us Bangladeshis. As much as I hate to admit it, even the western Bengalis are better than us. I pity am I talking about, you ask? I am questioning the validity of all the facts you have presented in your video. Can you give us references? You may or may not be speaking the truth, but we do not know that. The only proof you have, as of right now, is your whimsical claims. Prove to us, and we shall believe you. Otherwise, you are no different from the (literally) millions of news channels on YouTube which spread fake news with high shock value to make a quick buck. You claim that you read each and every comment carefully, huh? Go ahead, reply to this comment and prove yourselves.
",1
"we have shocked and speechless !
",0
"nc video
",2
"Roman Reigns oh khub mulloban kotha bolco Amer Sweet brother
",2
"wow nice reporting,,,,tnx from abc
",2
"just wrong humor
",0
"just wrong humor
",1
"Plzz Ai obido sorkar ka bad dan pablick. ..
",0
"thnx bro
",2
"thnx bro
",2
"thnx bro
",2
"Government has to remove all political issues from school, college and university
",1
"Kutta-league
",0
"Kutta-league
",0
"since zafor iqbal join this university he applying bakshal agenda to his student. as a teacher his job is teaching student not any political agenda. now his own bakshal party terror student wing chatra league beaten him. mr. zafor iqbal deserve this incident .university administration should kick him out from this university.
",0
"Fuck jafor iqbal . Fuck all nastick like humaiun azad who wrote against religious facts.
",0
"APONAR GANAR ABOUT MELIGA
",1
"Matia is crazy
",0
"Arman khan
",1
"Md Dalim , brother you are right.
",2
"hmmmmm
",2
Osthir,2
I think this one is the best of all :-D,2
I enjoy your videos a lot but you had to watch that many Bangla cinema to make this are you still sane?,2
I miss undertaker!,1
I miss undertaker!,1
Awesome! We want,2
Joss,2
You are so much,2
facebook page e ache. youtube e upload korte deyni due to copyright of the song,1
"eta just fun video,,,keu seriously niben na",1
great just great,2
RICK AND MORTY!!!,1
ButtFiXx waiting,1
awesome,2
good :D cant wait,2
vaia apnr vid upload late hoi coz u do quality carry on! only quality is real!,2
vai under taker ka nia video like undertaker,1
how much weed you have smoked before making the guys are so made my day,0
"Dude, you are extremely talented. The way you've included all those references, couldn't have been better. ""we're not worthy!""",2
"thanks, its been reported. thanks for the support (Y)",2
need more cinemaal videos. great job bro.,2
what's your name Rahat really,0
what's your name Rahat really,1
make the Cinemaal of vampire,1
this time you tried too hard mate,1
awesome video bro!,2
Wicked !,0
gopro hero camera analysis was simply a masterpiece,2
totally worth the long wait :D,2
epic ever,2
65 dislikes???buttfix u got some butthurts its we want more,0
you are a great parodian. we want more.,2
Your best effort up until all of your videos are full of wishes to you and your channel.,2
just awesome,2
too much hats of creator,2
lol at that 2pm song,0
6:31 best,2
u made mah mood :3,2
"Done, I saw a random dude from internet.",1
josssss bro,2
Shams Tasnuva the song is by a Kpop group called 2PM and the song is called Hands up :),2
Anyone notice anything? XD,1
do the movie- Hingsha,1
plz vai give us a new video wait,1
2:16!! i laughed my ass off!!!! hilarious!!! xD,2
2 good,2
Yeah!!! ButtFixx is back!,0
Yeah!!! ButtFixx is back!,2
"Tamim Islam same to you too
",1
"Make dub with famous song please
",1
"If anyone want special video editing app check out my chanel and subscribe to my chanel
",1
"best
",2
"guys plz subscribe to me It will be so kind
",1
"Smithson
",1
"Video ta onk funny hoise
",2
"where the song
",1
"yes bangla Talkies is a best channel
",2
"Lol it is so funny
",2
"Haha
",2
"bangla talking is not real he is a very real★ I love bangla talking
",2
"bangla talking is not real he is a very real★ I love bangla talking
",2
"Happy Pohela Boishak to all. (I hope, I spelled it right)
",2
"finishing music
",1
"TUHIN HOSSEN REYAD .subscriber our funny video channel Video
",1
"thx for this video
",2
"Fun Kingdom no you are Stupid!!
",1
"What a video
",2
"Hi how are you
",1
"We love you bangla talkies very much
",2
"MD Shohel .subscriber our funny video channel JOKER BOYS LTD
",1
"Gamer Sohel
",1
"Vai osthirshamul haque .subscriber our funny video
",1
"poira ar natoker last seen dekhte issa krtesena!
",0
"Osthir ekta natok moja
",2
"Ato road accident couple der kopale
",0
"lovely natok
",2
"Wasn't at all ready for the last scene
",1
"weak story
",0
"onek sundor,,Love story
",2
"poricholok mathar chod marka
",0
"Her crying is faker than fake
",0
"Ending ta akdom ee vhalo
",2
"Amon vul val natok r koi ar ak story bar bar .always chala
",0
"subscribe our channel
",1
"last e happy ending hole valo hoto
",0
"waste of 56 minute.
",0
"please watch our videos on
",1
"last a keo mara jabe ei Trending theke please leave r valo lage na
",0
"last a keo mara jabe ei Trending theke please leave r valo lage na
",0
"ostir hoise natok ta
",2
"ki akta ending easily daoa combination e naie natok
",0
"nice twist. moja good story
",2
"hi guys cheak my channel
",1
"Mahothi Era nice dance
",2
"Kemon achan
",1
"Omg awesome
",2
"Omg awesome
",2
"Natok create kore er jnno last e jodi unhappy moments diye mn ta kharp kore dei r vlo lgena
",0
"I can help you
",1
"Romantik natok boss
",1
"অপূর্ব is the best i love this অপূর্ব love you so much
",2
"highly
",2
"Maria Khan
",1
"Siiam Qyf hlw plz number ame kotha blvo
",1
"Edaning sob natok a dekha jay at the end hero/ heroine ar kew na kew Mara jay. Emotion create korar jonno aita easy akta bisoy hoye gese
",0
"Bad ending:3
",0
"nice moment and this Natok is very romantic . and had tech
",2
"I love apurbo♥♥♥♪♪♥♥
",2
"last ta
",1
"Beautifully. Story
",2
"I just hate this kind of
",0
"osom natok?
",2
"It is good
",2
"Song er meaning ta kew aktu explain korben plzzz !
",1
"1/28/2018 still listening
",2
"who's listening this on 2018 <3 <3 <3
",1
"This song is either modified or inspired by Avenged Sevenfold - A Little Piece Of Heaven. Listen to the similarity
",1
"Brilliant Song
",2
"Nice Boss
",2
"love u all artist
",2
"One of My Favorite <3
",2
"Artcell are legend don't compare with them.
",2
"one of the best band in bangladesh with so meaningful lyrics.
",2
"one of the best band in bangladesh with so meaningful lyrics.
",2
"one of the best band in bangladesh with so meaningful lyrics.
",2
"in bangla song history, one of the best you
",2
"osthir song
",2
"what a
",1
"Just Loved This song !
",2
"touched my heart!!
",2
"that wasn't subtitle
",0
"+Abir Hasan Dipu stupid? What on Earth are you even talking about? That was the explanation of the song. Did you even spare a minute to watch the video? Could you related the lyrics? It is hard, even if you could. The lyrics aren't that straight forward. So the writing partially explained the concept of the song
",0
"Really
",1
"Marbelous!
",2
"its in the video +The Saint
",1
"forever song
",2
"Hate to say this but ""Abar Hashimukh"" could not surpass even came to listen to ""Hashimukh"" right now to refresh my mind!!! love Shironamhin!!
",2
"No doubt, even no need to say BUT I can't U Guys Are I am fan of yours from 12 years
",2
"story ta awesome
",2
"Simply awesome.
",2
"Osthir Music Video!!
",2
"who's from 2018?
",1
"who's from 2018?
",1
"This is really sad for bangladesh as arnob retired. there is no one to replace such a musician. Best wishes to arnob wherever he is
",2
"same 3rd year you
",1
"Lifetime favorite
",2
"2018 but still listening
",2
"Anyone is listening in 2018?
",1
"still in
",1
"imaginative,,,,,,,,,,,
",0
"Khub Valo I like the song
",2
"Arnob the
",1
"2018 :*
",2
"2018 :*
",1
"Allu Arjun Where do they live?
",1
"Allu Arjun Where do they live?
",1
"I love this song
",2
"I love this song
",2
"Almost 2018 and still shuntesi :)
",2
"Just amazing
",2
"listening
",1
"Rima mannan really?
",1
"This song is a dope I can't get over it!
",2
"Feeling nostalgic :)
",2
"i am listing 2017
",1
"It's lit
",1
"New age masterpiece.
",2
"best song :-)
",2
"Arnob's best song ever <3
",2
"heart touching song
",2
"still rocking my world!
",2
"best song
",2
"wow such a amazing it <3
",2
"i have afriend named arnob but he is a bad singer
",0
"best best bestttt all tym bestt .. ♥ this song .!!!. lyrics!!! ♥ ♥
",2
"best best bestttt all tym bestt .. ♥ this song .!!!. lyrics!!! ♥ ♥
",2
"2017 anyone!!!!???
",2
"still 2017, april
",1
"cute song
",2
"cute song
",2
"one of the great song in the history.
",2
"169 ""aso mama hey"" listener
",1
"my fvrt song <3
",2
"2k17 and still
",1
"yes really
",2
"Away From what?
",1
"Susmita Singh same here ☺☺
",1
"2017 and still listening this song! Like if you're also listening this song! <3
",2
"2017 and still listening this song! Like if you're also listening this song! <3
",2
"metal version
",1
"great Singer
",2
"What a song ! Every time when I am listening this song, I feel that I am listening at first
",2
"forever beauty of arnob precious song
",2
"from 2008 to 2016 my one of the most fevrt,, just love this song, Arnob (y)
",2
"awesome <3 <3 <3
",2
"Who is listening on 2016
",1
"odvut shundor ekta
",2
"odvut shundor ekta
",2
"Realy nice nice nice song
",2
"Rayhan Khan ok
",1
"soo nice.
",2
"really this song is fantastic.
",2
"your song made my day love your song since 2011
",2
"Fantastic album! I'm thrilled to listen bengali music after a real long time
",2
"Fantastic album! I'm thrilled to listen bengali music after a real long time
",2
"nice song i listens everyday
",2
"Right kothata bolesen ahsan shuvo
",2
"Ahsan Shuvo Right
",2
"so genuine
",2
"Everybody Report ""iftekhar
",0
"+iftekhar latifm sorry. I'm no cock lover. And I'm 5'9'', just to clear that out. And since I know you'll never get someone to suck your cock for you, go suck yours by yourself
",0
"best creation of Ornob ever
",2
"seems the taste of this song will never run
",2
"ei gan ta jotobar e suni kokhono purono hoyna straight from the heart
",2
"I love this to my Best Bangladeshi
",2
"oppo f7 review cai.
",1
"brother you are very funny man
",2
"Huawei Y9 2018 vs 5 nova 2i
",1
"love ATC
",2
"ভাই samsung galaxy j7 prime aktu review valo
",1
"Iphone x is very cheap
",1
"vai plz make the review of redmi note 4 4gb snapdragon
",1
"symphony p11 review korban vi
",1
"1ta kidni becle iphone x kinte parmo to
",0
"tushar bhai I like you very much and also best review chilo nokia 6 review amar mote.
",2
"Vaia Tecno Camon i Review chai aktaaa plzzzz
",1
"Huawei P10 Review
",1
"GALAXY NOTE 8 REVIEW
",1
"great review. i like the funny way of representation
",2
"Bhi iphone 8 plus ar review plz
",1
"best roasting ever
",2
"Pixel 2 Review plz
",1
"Bro do redmi 5 plus review
",1
"Wow so exiting revew
",2
"moto z force niye review chai
",1
"OPPO NEO 7 PLEASE !!!
",1
"Boss i phone SE r review deon ji na akta??
",1
"review ya joss
",2
"Oppo f5 review
",1
"This is not X is Romen number
",1
"not better phone,just logo showing,need more development from Apple,thnks for
",0
"iPhone X er Live Event e FaceID FAiL korechilo!!
",0
"Baiya I phone was i was world most good
",1
"I have being using Smart Face Lock feature for one & half year in my low budget chains smartphone Symphony takes around two seconds time to
",1
"boss I am full frend you your id's
",1
"Can u post a review on Oppo f5
",1
"You are
",1
"You are
",1
"Please oppo f5 review
",1
"Tushar vai Google pixel 2 Xl er review chai!!!
",1
"Ahare android user
",0
"Bahy note 8 kobey asbey ?
",1
"iPhone X doesn't have a aluminium side, that's stainless steel. Been liking your videos, but take more time to review before publishing online.
",0
"Bro it's fake iPhone x
",0
"bhai google pixel 2 er review dektechai
",1
"samsang glaxay note 8 google pixile 2
",1
"Love the
",2
"Galaxy Note 8 review chay
",1
"happy to see you tushar next LG V30 ar review lagbe
",2
" haha . Full deshi review
",2
"Nokia 7
",1
"Vai thamen . Kidney te iPhone 7 pawa jeto. X na .
",0
"In a love with atc
",2
"headphone jack nai??
",0
"Google pixel 2 review chai
",1
"iphone X isn't worth it of 1000$
",0
"One plus5t ki moira gese
",1
"Vy moja josss review. Purai bangla style. BTW Samsung note8 is far more better than thili koicen vy iphone muri
",2
"Pixel 2 XL er review Kobe asce?
",1
"With all due respect, In a 15 minutes review, you talked about so many unnecessary stuffs that viewers do not wanna listen at all. To make a good review, you gotta make it concise and informative with a limited time frame. People don't want to listen to a 15 minutes phone review. Please leave those unnecessary talks brother.
",0
"lg v30 rivew chacci plz
",1
"well enough! but isn't it too late? I had expectation we would get it earlier.
",0
"Super good job i need every video presents and wait for note 8 review
",2
"5t review broo
",1
"5t review broo
",1
"Awesome, video dakhar pora vasa haraiia false!!!!!!!!!!!!!!!!!!!!
",2
"onnora khali specification nia voking besi r experiment kom kore
",0
"Oppo F5 review
",0
"Nope LG created the OLED Google
",1
"Thanks Ashfak Sunny for watching this video. Please subscribe this channel and tell others to
",1
"i love you! TALASH TIM so much.
",2
"tnx talas team
",2
"You are just great, sir
",2
"Carry on dada
",2
"I'm here for the memes.
",1
"tnx monzurul karim vi
",2
"APNAR ALL VIDEO GULA AWESOME
",2
"Shahed Aman11 girls group e to egulor prochurrrr business hoy.
",1
"hm good.
",2
"hm good.
",2
"amra trust kori r era evabe amader bishshasher mormo dey
",0
"Part 3 comming soon Hope
",1
"great journey. Hopefully , from now , people are more conscious about Media Hegemony which done by food bloogers to Manzurul Karim , Taalash and Independent Television.
",2
"Dhonnobadh talaash team k
",2
"Group ey shob bokchod polapain join korey. ar koto? change hoo vai tora. amara abal video picture kori! dosh too amader share diey vory feli.
",0
"very good
",2
"verry nice
",2
"Plz Chittagong Food Morster R Imran Ka Aktu Daikkan
",1
"Thanks for the effort. You guys really rockssss.
",2
"thnx for fast great work mannn!!
",2
"is Best TV shows I have Watched on BD TV.
",2
"real hero
",2
"LOve this song <3
",2
"am impressed truly on your work, keep it
",2
"lovely song
",2
"rafa joss
",2
"Rafa best
",2
"This song can single handedly decimate much of the modern experimental music going on in Great job
",2
"rafa bro
",1
"so You dont have any idea about Rafa , even music as well bro , so sorry for you
",0
"its my life
",1
"magic of
",1
"Awesome rafa
",2
"Rafa You Are Really Awesome. Prottekta Gaan Tomar osomvob sundor hoy. Keep it up.
",2
"Artcell is the best
",2
"Artcell=Bloodcell ❤❤
",2
"artcell is best
",2
"artcell is artcell ar sobay k.
",2
"artcell is artcell ar sobay k.
",1
"school life
",1
"atrcell my favourite band music
",2
"Really nice song i thought it was a hindi Bangladesh aro valo kicu koruk sei kamona korce :)))))
",2
"of course
",2
"love this
",2
"Nice song boss asif via
",2
"Minar is the a bd singer
",1
"I love this song is my favurit song
",2
"Thanks for your comment. Subscribe to our YouTube channel for more upcoming releases. Please share it if you like it
",2
"awesome I like it
",2
"Aro Amazing
",2
"Who is still listening in 2018?
",2
"23milion is
",1
"anyone's here in 2018???
",1
"Joom is best
",2
"Gaanchill Music Ok
",1
"wonderful
",2
"who watch 2018
",1
"Love from Nepal❤
",2
"Any one still
",1
"very nice minar bay
",2
"just u very much minar
",2
"awesome!!! nothing to say.
",2
"wow nice song
",2
"love you minar
",2
"Wow very nice song
",2
"vey nc song
",2
"i love minarrrrrrrrrrrrrrrrrrrrrrrrrrr
",2
"sotti oi Nice
",2
"Wow jose
",1
"almost 20
",1
"I'm really proud to birth in Bangladesh.
",2
"I love him minar
",2
"19 millions
",1
"Thanks Minar & Gaanchill for this creativity
",2
"my life is best song
",2
"best dong ever i had hear
",2
"Awesome this
",2
"By amar chanel ta subscriber koren
",1
"Amon gan ar dorkar. So very good for song.
",2
"Waiting for 20 million views
",1
"just wassam
",2
"super bro
",2
"Minar bro you're my hero
",2
"Minar bro you're my hero
",2
"So nice song
",2
"Bangla number 1 music song
",2
"minar bro
",1
"Awesome.
",2
"THIS BEAUTIFUL WOMEN Tried to get follow of Some of the Indian reporter In terms of reminds and do not underestimate the so called
",0
"THIS BEAUTIFUL WOMEN Tried to get follow of Some of the Indian reporter In terms of reminds and do not underestimate the so called
",1
"Is he son of Mohiuddin Chowdhury or a goat fowl. A lire. He think he is a politician but he is halite talkative.
",0
"Bloody nation and bloody people don’t have manners to talk in tv pogram
",0
"Well done Ms. Nabonita, very good job. At the same time that Naufel, is a stupid, number one Awami League agent. Please don’t call that Idiot anymore
",1
"corruption creates all problems in the society , corruption should be killed at the very beginning .
",1
"Ok via
",1
"Sumi's talking is not much logical.
",0
"Pagool chatroliger leaderke ana holo kmne! haw mad he is?
",0
"Of course 15kuti manush chai quota utano
",1
"Salman Ahmed minded you
",0
"Allah bless you partho vai
",2
"Allah bless you partho vai
",2
"nice boss
",2
"u r a boss!!!
",2
"thanks for your
",2
"ei phn ta bd te kobe ashbe??
",1
"ei phn ta bd te kobe ashbe??
",1
"Dhaka bcity te 21k+ Hobe ER price
",1
"14000 price r modde kn mobile ta better plz
",1
"ei phone ty off line market a paoya jabe kbe the k bangladeshe
",1
"Ok Good
",2
"March Er moddhei
",1
"note 5 pro vs honor 7x konta best hobe
",1
"Note 5 pro best hobe naki mi a1 best hobe?
",1
"Very nice vai
",2
"for better built rear one for mia1
",1
"No brother
",1
"But local market bolce ata 20k+ hbe Tk te convert kolle 18k ar moto te ato besi kno bujlm na
",1
"Bai samsung nia ekta review Hoi na kn
",1
"Nokia 8 Kolkata(India)
",1
"htc 816 pls rwviwe
",1
"nokia 6 and nokia 8 review chaiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
",1
"Samsung s6 edge bangla review pleese
",1
"vai micromax infinity pro rewiew chai a]pnr review er porei ami phn kinbo
",1
